comune,Codice_catastale,zona_omogenea,id_punto,cod_pozzo,tipo_punto,id_pratica,seq_captazione,uso,istat_comune,foglio,mappale,lng,lat,quota_pc,quota_rif,portata,profondita,tetto_primo_filtro,letto_ultimo_filtro,Location
LACCHIARELLA,E395,Sud Ovest,3982,151150036,POZ,MI03202531995,2,"Potabile, Zootecnico, Aree verdi/aree sportive",15115,25,95,1513998,5016695,91.4,,3,90.5,80,90,POINT (9.17819416 45.303442)
MILANO,F205,Magentino Abbiatense,22964,151463345,POZ,n/a,,N/D,15146,n/d,n/d,,,,,0,,,,POINT (0 0)
LAINATE,E415,Magentino Abbiatense,20132,151160156,PIE,n/a,,Piezometro,15116,n/d,n/d,1503148,5045029,169.94,170.2,0,25,,,POINT (9.03997893 45.55861)
MILANO,F205,Magentino Abbiatense,23627,151463487,POZ,MI03304592009,2,Pompa di calore [Prev],15146,322,110,1519618,5036486,115.5,115.5,5,37,20,29,POINT (9.25066275 45.481448)
MILANO,F205,Milano,26323,151464598,PIE,n/a,,Piezometro,15146,n/d,n/d,1505684.85,5032226.78,0,122,0,10,,,POINT (9.07233595 45.443362)
SAN DONATO MILANESE,H827,Magentino Abbiatense,14671,151920136,PIE,n/a,,Piezometro,15192,n/d,n/d,1519328,5029799,103,103,0,,,,POINT (9.24668998 45.421266)
MILANO,F205,Magentino Abbiatense,17833,151462102,PIE,n/a,,Piezometro,15146,n/d,n/d,1514024,5032129,,112,0,,,,POINT (9.17896259 45.442365)
CASSINETTA DI LUGAGNANO,C033,Magentino Abbiatense,18312,150610040,POZ,MI0342552002,1,Irriguo,15061,3,30,1491764,5030283,125,,10,42,32,37,POINT (8.89436771 45.425839)
ARCONATE,A375,Magentino Abbiatense,16952,150070013,PIE,n/a,,Piezometro,15007,n/d,n/d,,,,,0,35,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,14576,151461290,PIE,n/a,,Piezometro,15146,n/d,n/d,1519416,5030740,114.5,105.47,0,,,,POINT (9.24785177 45.429734)
SESTO SAN GIOVANNI,I690,Nord Milano,30849,152090554,PIE,n/a,,Piezometro,15209,n/d,n/d,1520245.95,5042036.91,138.5,144,0,30,,,POINT (9.25892612 45.531393)
MILANO,F205,Magentino Abbiatense,16685,151461727,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,18,,,POINT (0 0)
VITTUONE,M091,Magentino Abbiatense,8863,152430059,PIE,n/a,,Piezometro,15243,n/d,n/d,1495950,5036700,143,143,0,,,,POINT (8.94782245 45.483636)
PARABIAGO,G324,Magentino Abbiatense,17406,151680060,PIE,n/a,,Piezometro,15168,n/d,n/d,,,,,0,,,,POINT (0 0)
CINISELLO BALSAMO,C707,Nord Milano,26572,MI03MI01507700047,POZ,MI03196332012,1,Aree verdi/aree sportive,15077,10,220,1516831,5046309,163,,0.5,51,36,48,POINT (9.21533918 45.569936)
MILANO,F205,Milano,31008,151465257,PIE,n/a,,Piezometro,15146,n/d,n/d,1514231.17,5032944.22,113.5,113.5,0,20,,,POINT (9.18163505 45.449699)
MEDIGLIA,F084,Magentino Abbiatense,22712,151390236,PIE,n/a,,Piezometro,15139,n/d,n/d,,,,,0,10,,,POINT (0 0)
SAN DONATO MILANESE,H827,Sud Est,29238,151920343,PIE,n/a,,Piezometro,15192,n/d,n/d,1519698.6,5029904.69,104,104,0,12,,,POINT (9.25143104 45.422207)
MILANO,F205,Milano,30104,MI03MI01514601593,POZ,MI03303902017,2,"Igienico, Aree verdi/aree sportive, Pompa di calore",15146,266,81,1514769,5036498,,,10,40,20,38,POINT (9.18861928 45.481675)
SAN GIULIANO MILANESE,H930,Sud Est,27457,151950453,PIE,n/a,,Piezometro,15195,n/d,n/d,1520888.86,5027453.63,0,99,0,6,,,POINT (9.26654097 45.400111)
MILANO,F205,Milano,25789,151464331,PIE,n/a,,Piezometro,15146,n/d,n/d,1520036.31,5036636.02,114.54,,0,20,3,20,POINT (9.2560212 45.482786)
BUCCINASCO,B240,Magentino Abbiatense,20169,150360215,PIE,n/a,,Piezometro,15036,n/d,n/d,1509683,5029442,,,0,7,,,POINT (9.12340431 45.418252)
PIOLTELLO,G686,Adda Martesana,27761,151750407,PIE,n/a,,Piezometro,15175,n/d,n/d,1524412.84,5038237.42,119,119,0,20,,,POINT (9.31210012 45.497061)
MILANO,F205,Milano,29651,MI03MI01514601326,POZ,MI03291572016,9,Pompa di calore,15146,390,138,1514594,5034628,,,0,35,15,33,POINT (9.18632474 45.464847)
ABBIATEGRASSO,A010,Magentino Abbiatense,15175,150020409,PIE,n/a,,Piezometro,15002,n/d,n/d,1493910,5026165,40,117.24,0,,,,POINT (8.92185069 45.388795)
MILANO,F205,Milano,29216,MI03MI01514601245,POZ,MI03279462016,2,Pompa di calore,15146,264,53,1513869,5036650,,,0,40,16,38,POINT (9.17710783 45.483061)
TREZZANO SUL NAVIGLIO,L409,Sud Ovest,7914,152200047,POZ,MI015861976,1,Industriale [Prev],15220,5,105,1503485,5028984,117,,3,26,10,19,POINT (9.04418464 45.414188)
MILANO,F205,Magentino Abbiatense,22312,151463143,PIE,n/a,,Piezometro,15146,n/d,n/d,1510843,5032516,115.63,115.63,0,20,,,POINT (9.1382976 45.445905)
LAINATE,E415,Magentino Abbiatense,16971,151160131,PIE,n/a,,Piezometro,15116,n/d,n/d,1503886,5045399,,,0,,,,POINT (9.04943765 45.561937)
MILANO,F205,Milano,24836,151463944,PIE,n/a,,Piezometro,15146,n/d,n/d,1507936.44,5034103.03,123,123,0,12,,,POINT (9.10115629 45.460228)
CARUGATE,B850,Adda Martesana,28019,MI03MI01505100022,POZ,MI03257322014,2,Pompa di calore,15051,19,264,1526625,5043145,,,0,35,25,35,POINT (9.34067883 45.541152)
CASOREZZO,B989,Magentino Abbiatense,2019,150580017,POZ,MI03177561020,1,Potabile [Prev],15058,1,117,1492433,5041495,168.75,168.75,12,143,117,141,POINT (8.90274528 45.526766)
SAN DONATO MILANESE,H827,Magentino Abbiatense,20214,151920244,PIE,n/a,,Piezometro,15192,n/d,n/d,1520913,5028556,,,0,12,,,POINT (9.26689606 45.410033)
MILANO,F205,Magentino Abbiatense,21778,151462978,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,15,,,POINT (0 0)
MILANO,F205,Magentino Abbiatense,10448,151461310,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,20,,,POINT (0 0)
BAREGGIO,A652,Magentino Abbiatense,30296,150120158,PIE,n/a,,Piezometro,15012,n/d,n/d,1500086.35,5036767.81,141.1,140.81,0,14,,,POINT (9.00075019 45.484259)
INZAGO,E317,Adda Martesana,26154,151140117,POZ,MI03246292011,1,Pompa di calore [Prev],15114,11,678 ex 639,1538318,5043457,138,138,1.2,40,30,40,POINT (9.49047184 45.543416)
MAGENTA,E801,Magentino Abbiatense,27652,MI03MI01513000068,POZ,MI03246502014,1,Industriale,15130,19,197,1490602,5032789,,,0.36,15,10.5,14.5,POINT (8.87946611 45.448381)
MEDIGLIA,F084,Magentino Abbiatense,24606,151390243,PIE,n/a,,Piezometro,15139,n/d,n/d,1524464,5030124,0,99.1,0,10,,,POINT (9.31235184 45.424031)
MILANO,F205,Milano,29173,MI03MI01514601214,POZ,MI03275132015,1,"Igienico, Aree verdi/aree sportive, Pompa di calore",15146,275,839,1517795,5036751,,,6,40,22,38,POINT (9.22734676 45.483882)
MILANO,F205,Magentino Abbiatense,14690,151461396,PIE,n/a,,Piezometro,15146,n/d,n/d,1515232,5032258,111,111,0,,,,POINT (9.19441249 45.443501)
MILANO,F205,Magentino Abbiatense,14781,151461493,PIE,n/a,,Piezometro,15146,n/d,n/d,1510339,5034168,120,120,0,,,,POINT (9.13188743 45.460782)
MILANO,F205,Magentino Abbiatense,22073,151463062,PIE,n/a,,Piezometro,15146,n/d,n/d,1518382,5037673,122,122,0,25,,,POINT (9.23489229 45.492165)
BUSTO GAROLFO,B301,Magentino Abbiatense,14823,150410064,PIE,n/a,,Piezometro,15041,n/d,n/d,1488457,5044752,183,183,0,,,,POINT (8.85175343 45.556027)
CESANO BOSCONE,C565,Sud Ovest,2621,150740062,POZ,MI0114071994,2,Zootecnico [Prev],15074,14,7,,,,,4,,,5,POINT (0 0)
CORBETTA,C986,Magentino Abbiatense,3181,150850200,POZ,MI0114261994,1,Irriguo,15085,20,58,1497125,5032875,129,129,5,,,30,POINT (8.96288027 45.449213)
RHO,H264,Magentino Abbiatense,17148,151820564,PIE,n/a,,Piezometro,15182,n/d,n/d,1503182,5040152,148.13,147.98,0,6,,,POINT (9.04038339 45.514713)
MILANO,F205,Milano,26540,MI03MI01514600480,POZ,MI03179272011,2,Pompa di calore,15146,390,DEMANIALE,1514974,5034708,120.5,,4.5,40,22,37,POINT (9.19118791 45.465559)
PIEVE EMANUELE,G634,Sud Ovest,6262,151730074,POZ,MI03180041986,1,Potabile [Prev],15173,1,668,1513593,5024411,100,100,20,110,62,110,POINT (9.17323959 45.372903)
NOVIGLIO,F968,Magentino Abbiatense,25376,151580101,POZ,MI03194232012,0,N/D,15158,n/d,n/d,,,,,0,8.5,5.5,8.5,POINT (0 0)
SAN GIULIANO MILANESE,H930,Sud Est,27496,151950460,PIE,n/a,,Piezometro,15195,n/d,n/d,1524359,5022961,,,0,7,1,7,POINT (9.31065667 45.359561)
MILANO,F205,Milano,5000,151460421,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1519057.93,5033977.63,110,110,0,111,54.49,110.71,POINT (9.24339951 45.458886)
NERVIANO,F874,Alto Milanese,5694,151540027,POZ,MI0135651020,1,"Antincendio, Industriale [Prev]",15154,5,90,1497673,5045525,174,174,12,100,39,95,POINT (8.96982663 45.563077)
RHO,H264,Magentino Abbiatense,9233,151820286,PIE,n/a,,Piezometro,15182,n/d,n/d,1505588,5041216,157,157,0,,,,POINT (9.07119893 45.524275)
SEGRATE,I577,Magentino Abbiatense,24781,152050292,POZ,MI03280652010,3,"Antincendio, Igienico, Pompa di calore",15205,33,6,1523280,5036436,,,7,45,5.93,43.65,POINT (9.29751606 45.480885)
OPERA,G078,Sud Ovest,29320,151590179,PIE,n/a,,Piezometro,15159,n/d,n/d,1516292.15,5024232.08,98,98,0,10,,,POINT (9.2077037 45.371235)
ABBIATEGRASSO,A010,Magentino Abbiatense,14861,150020408,PIE,n/a,,Piezometro,15002,n/d,n/d,1493830,5026510,117.53,117.53,0,,,,POINT (8.92082439 45.3919)
SAN DONATO MILANESE,H827,Sud Est,29244,151920349,PIE,n/a,,Piezometro,15192,n/d,n/d,1519712.41,5029918.75,104,104,0,12,,,POINT (9.25160812 45.422334)
MILANO,F205,Milano,30440,MI03MI01514601694,POZ,MI03310382017,6,Pompa di calore,15146,266,183,1515064,5036593,,,0,40,14,38,POINT (9.19239678 45.482524)
MILANO,F205,Milano,24938,151464002,POZ,MI03223762011,3,Pompa di calore,15146,371,122,1508106,5035132,125,123.5,0,35,9.5,33.5,POINT (9.1033419 45.469488)
BUSCATE,B286,Magentino Abbiatense,17332,150380039,PIE,n/a,,Piezometro,15038,n/d,n/d,1485127,5041737,168.55,168.55,0,25,,,POINT (8.80918108 45.528826)
VIMODRONE,M053,Magentino Abbiatense,19093,152420081,PIE,n/a,,Piezometro,15242,n/d,n/d,1521172,5039998,,,0,18,,,POINT (9.27069761 45.513014)
MILANO,F205,Milano,29509,151465085,PIE,n/a,,Piezometro,15146,n/d,n/d,1516573.53,5040326.71,1,1,0,30,,,POINT (9.21183764 45.516096)
INVERUNO,E313,Alto Milanese,5203,151130041,PIE,n/a,,Piezometro,15113,n/d,n/d,1489328,5039506,,,0,25,,,POINT (8.86302775 45.508823)
ROZZANO,H623,Magentino Abbiatense,18749,151890164,POZ,MI0344552003,1,Industriale,15189,15,88,1513210,5026063,102,102.3,50,80,61,80,POINT (9.16839246 45.38778)
MILANO,F205,Magentino Abbiatense,18594,151462280,PIE,n/a,,Piezometro,15146,n/d,n/d,1508910,5032867,118,,0,20,,,POINT (9.11358627 45.449091)
MILANO,F205,Milano,26706,MI03MI01514600752,POZ,MI03310622013,3,Pompa di calore,15146,335,232,1509569,5034941,,,0,35,11,35,POINT (9.12205367 45.467751)
ARLUNO,A413,Magentino Abbiatense,17075,150100093,PIE,n/a,,Piezometro,15010,n/d,n/d,1493781,5038922,157,157,0,15,,,POINT (8.92004006 45.50362)
MILANO,F205,Magentino Abbiatense,14766,151461959,PIE,n/a,,Piezometro,15146,n/d,n/d,1517470,5029796,,104,0,30,,,POINT (9.22294174 45.421288)
VIMODRONE,M053,Adda Martesana,26394,152420123,PIE,n/a,,Piezometro,15242,n/d,n/d,1521071.1,5039692.5,0,125.3,0,18,,,POINT (9.26939276 45.510267)
CERNUSCO SUL NAVIGLIO,C523,Magentino Abbiatense,15312,150700175,PIE,n/a,,Piezometro,15070,n/d,n/d,,,123.1,123.1,0,25,,,POINT (0 0)
BINASCO,A872,Magentino Abbiatense,20151,150240104,PIE,n/a,,Piezometro,15024,n/d,n/d,1506884,5019520,97.3,97.3,0,40,,,POINT (9.0874931 45.328976)
CORNAREDO,D018,Nord Ovest,30377,150870217,PIE,n/a,,Piezometro,15087,n/d,n/d,1502694.31,5035181.81,131.19,131.19,0,7,,,POINT (9.03411285 45.469978)
CERRO MAGGIORE,C537,Alto Milanese,25795,150720072,PIE,n/a,,Piezometro,15072,n/d,n/d,1495236.6,5050531.79,218.48,218.48,0,50,20,50,POINT (8.93855775 45.60813)
MILANO,F205,Milano,26493,MI03MI01514600071,POZ,MI0134251994,0,N/D,15146,n/d,n/d,,,124,,0,,53,111,POINT (0 0)
PAULLO,G385,Magentino Abbiatense,22760,151690087,POZ,MI03179192010,1,Potabile,15169,8,588,1531797,5029107,110,110,20,103,86,94,POINT (9.40601669 45.414583)
MILANO,F205,Milano,29630,MI03MI01514601313,POZ,MI03287392016,4,Pompa di calore,15146,348,24,1514412,5036002,,,0,34,17,31,POINT (9.18403687 45.477218)
CANEGRATE,B593,Magentino Abbiatense,15338,150460025,PIE,n/a,,Piezometro,15046,n/d,n/d,1492915,5045451,190.33,190.33,0,56,,,POINT (8.90885981 45.562379)
PREGNANA MILANESE,H026,Nord Ovest,844,151790070,PIE,n/a,,Piezometro,15179,n/d,n/d,,,154.15,154.15,0,,,,POINT (0 0)
ASSAGO,A473,Magentino Abbiatense,23598,150110125,POZ,MI03192762009,2,Pompa di calore [Prev],15011,9,47,1511820,5028339,,,11,50,14,45,POINT (9.15069083 45.408292)
LACCHIARELLA,E395,Sud Ovest,26857,151150263,PIE,n/a,,Piezometro,15115,n/d,n/d,1511520,5018187,94,94,0,9,,,POINT (9.14662154 45.316917)
VITTUONE,M091,Magentino Abbiatense,26779,MI03MI01524300027,POZ,MI03221422009,1,Aree verdi/aree sportive,15243,6,709,1495890,5036150,141.8,,0.5,28,16,27,POINT (8.94705937 45.478685)
MILANO,F205,Milano,4923,151460578,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1512215.33,5034705.7,120.3,120.3,0,166,124,154,POINT (9.15590001 45.465592)
MILANO,F205,Magentino Abbiatense,22098,151463073,PIE,n/a,,Piezometro,15146,n/d,n/d,,,,,0,30,,,POINT (0 0)
CORSICO,D045,Sud Ovest,31040,150930183,PIE,n/a,,Piezometro,15093,n/d,n/d,1508063.46,5031049.82,112.73,112.71,0,8,,,POINT (9.10273119 45.432745)
MILANO,F205,Milano,26306,151464581,PIE,n/a,,Piezometro,15146,n/d,n/d,1520350.56,5039077.25,0,125,0,17,,,POINT (9.26014318 45.50475)
CASARILE,B938,Sud Ovest,26916,MI03MI01505500018,POZ,MI03225752013,1,Aree verdi/aree sportive,15055,1,596,1507893,5018293,,,10,28,12,27,POINT (9.10034938 45.317921)
MILANO,F205,Milano,27689,151464783,PIE,n/a,,Piezometro,15146,n/d,n/d,1510116,5031440,0,113,0,20,,,POINT (9.1289793 45.43623)
BINASCO,A872,Magentino Abbiatense,20704,150240107,PIE,n/a,,Piezometro,15024,n/d,n/d,1506958,5019558,97.23,97.23,0,6,,,POINT (9.08843794 45.329317)
LOCATE di TRIULZI,E639,Magentino Abbiatense,16028,151250010,POZ,MI0344102003,1,Irriguo,15125,4,27,,,,,1,10,4,10,POINT (0 0)
MILANO,F205,Milano,30409,MI03MI01514601667,POZ,MI03309532016,2,Pompa di calore,15146,391,66,1515388,5034934,118,,8,40,19,37,POINT (9.19649069 45.467584)
MILANO,F205,Magentino Abbiatense,17573,151462021,PIE,n/a,,Piezometro,15146,n/d,n/d,1515149,5031008,137,137,0,30,,,POINT (9.19331284 45.432251)
LACCHIARELLA,E395,Sud Ovest,30915,151150301,PIE,n/a,,Piezometro,15115,n/d,n/d,1511341.84,5017108.29,95,95,0,6,,,POINT (9.14432396 45.30721)
MILANO,F205,Milano,24827,151463938,PIE,n/a,,Piezometro,15146,n/d,n/d,1512688.11,5037237.24,-4.5,0,0,25,,,POINT (9.16201279 45.48837)
MILANO,F205,Magentino Abbiatense,23678,151463508,PIE,n/a,,Piezometro,15146,n/d,n/d,1512822.62,5039525.92,135.33,0,0,30,,,POINT (9.16379368 45.508967)
TREZZANO ROSA,L408,Adda Martesana,27122,MI03MI01521900006,POZ,MI03231362013,1,"Antincendio, Industriale",15219,1,235,1537284,5048378,,,3,60,45,55,POINT (9.47760241 45.587764)
MILANO,F205,Milano,25588,151464259,PIE,n/a,,Piezometro,15146,n/d,n/d,1507863,5037911,,,0,15,6,15,POINT (9.10027753 45.494505)
MILANO,F205,Magentino Abbiatense,16408,151462079,PIE,n/a,,Piezometro,15146,n/d,n/d,1512430,5038582,,,0,30,,,POINT (9.15874374 45.500478)
PERO,C013,Magentino Abbiatense,17055,151700114,PIE,n/a,,Piezometro,15170,n/d,n/d,1505715,5040316,146.26,146.2,0,12,,,POINT (9.07281476 45.516173)
MILANO,F205,Magentino Abbiatense,24655,151463867,POZ,MI03308372011,1,Pompa di calore [Prev],15146,389,115,1514977,5035140,120.5,,10,45,24,45,POINT (9.19123941 45.469447)
BUCCINASCO,B240,Magentino Abbiatense,24599,150360280,POZ,MI03174222011,1,Aree verdi/aree sportive,15036,13,26,1509695,5029428,110,110,0.6,32,20,30,POINT (9.12355741 45.418126)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,10091,151950234,PIE,n/a,,Piezometro,15195,n/d,n/d,,,,,0,,,,POINT (0 0)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,18448,152090354,PIE,n/a,,Piezometro,15209,n/d,n/d,1519718,5043442,,,0,30,20,29,POINT (9.25222141 45.544055)
SAN GIULIANO MILANESE,H930,Magentino Abbiatense,10440,151950176,PIE,n/a,,Piezometro,15195,n/d,n/d,1519038,5027584,101.19,101.19,0,,,,POINT (9.24289798 45.401337)
MILANO,F205,Milano,5051,151460775,POZ,MI0138271979,1,Altro uso [Prev],15146,319,20,1518131,5035828,116,116,22,120,51,95,POINT (9.23161213 45.475565)
MORIMONDO,D033,Magentino Abbiatense,20504,151500066,PIE,n/a,,Piezometro,15150,n/d,n/d,1496110,5023880,114,,0,16,,,POINT (8.94997249 45.368243)
BARANZATE,A618,Nord Ovest,28914,152500099,PIE,n/a,,Piezometro,15250,n/d,n/d,1509076.5,5040644.03,140.38,140.38,0,20,,,POINT (9.11585845 45.51909)
PREGNANA MILANESE,H026,Magentino Abbiatense,16666,151790057,PIE,n/a,,Piezometro,15179,n/d,n/d,1501711,5040089,150,150,0,9,,,POINT (9.02155027 45.514151)
ALBAIRATE,A127,Magentino Abbiatense,535,150050032,POZ,MI03184001995,1,Zootecnico [Prev],15005,12,78,,,,,2,80,,80,POINT (0 0)
ROBECCHETTO CON INDUNO,H371,Alto Milanese,6783,151830043,POZ,MI0115281994,1,Irriguo [Prev],15183,8,162,1480951,5040450,137,137,2,,,30,POINT (8.75575386 45.51714)
MILANO,F205,Magentino Abbiatense,22040,151463048,PIE,n/a,,Piezometro,15146,n/d,n/d,,,106,106,0,12,,,POINT (0 0)
RODANO,H470,Magentino Abbiatense,19203,151850181,PIE,n/a,,Piezometro,15185,n/d,n/d,1526552,5036682,,,0,26,,,POINT (9.33939433 45.482983)
CUSANO MILANINO,D231,Magentino Abbiatense,19457,150980041,PIE,n/a,,Piezometro,15098,n/d,n/d,1513866,5044423,,,0,36,,,POINT (9.17728861 45.553025)
LACCHIARELLA,E395,Magentino Abbiatense,17099,151150123,PIE,n/a,,Piezometro,15115,n/d,n/d,1509486,5019590,97.7,97.53,0,20,,,POINT (9.1206982 45.329576)
MILANO,F205,Milano,794,151462055,PIE,n/a,,Piezometro,15146,n/d,n/d,,,134,,0,24,,,POINT (0 0)
MILANO,F205,Milano,29556,MI03MI01514601268,POZ,MI03282252014,2,Pompa di calore,15146,391,170,1515509,5034705,118,,0,39,13,21,POINT (9.19803132 45.46552)
COLOGNO MONZESE,C895,Adda Martesana,1874,150810163,PIE,n/a,,Piezometro,15081,n/d,n/d,1523462,5042694,132,,0,15,,,POINT (9.30014363 45.537207)
BOLLATE,A940,Nord Ovest,1313,150270044,POZ,MI0136521994,1,"Antincendio, Industriale [Prev]",15027,1,50,1508221,5042401,147,147,18,,30,73,POINT (9.10493413 45.534915)
MILANO,F205,Magentino Abbiatense,21822,151462991,PIE,n/a,,Piezometro,15146,n/d,n/d,1513603,5039553,134,134.1,0,29,16,22,POINT (9.17378441 45.509196)
MILANO,F205,Milano,29578,MI03MI01514601284,POZ,MI03283562010,2,Pompa di calore,15146,312,85,1515124,5036170,121,,1.25,33,12,36,POINT (9.19315152 45.478715)
SEGRATE,I577,Adda Martesana,7333,152050072,POZ,MI03183171983,1,Igienico [Prev],15205,15,30,1522810,5036835,,,1,,,115,POINT (9.29152092 45.484492)
CISLIANO,C733,Magentino Abbiatense,12257,150780118,POZ,MI0116281988,1,Piscicoltura [Prev],15078,3,12,1497094,5031857,128,,15,42,36,56,POINT (8.96248997 45.44005)
MEDIGLIA,F084,Magentino Abbiatense,19188,151390222,PIE,n/a,,Piezometro,15139,n/d,n/d,,,,,0,,,,POINT (0 0)
MAGENTA,E801,Magentino Abbiatense,16510,151300013,POZ,MI0347142006,1,Igienico [Prev],15130,16,130,1489225,5034561,138.61,138.44,4,18,15,18,POINT (8.86181833 45.464311)
MELEGNANO,F100,Sud Est,28833,151400164,PIE,n/a,,Piezometro,15140,n/d,n/d,1524694.54,5022686.45,92,92,0,8,,,POINT (9.31492701 45.357078)
MILANO,F205,Milano,27374,MI03MI01514600922,POZ,MI03308402012,12,Pompa di calore [Prev],15146,502,45 ex 5,1508027,5033045,119.5,119.5,0,30,8,30,POINT (9.10229742 45.450704)
ASSAGO,A473,Sud Ovest,27943,MI03MI01501100044,POZ,MI03254622014,3,Pompa di calore,15011,14,160,1511710,5027317,,,3.5,45,13,42,POINT (9.149261 45.399094)
TURBIGO,L471,Alto Milanese,31025,152260134,PIE,n/a,,Piezometro,15226,n/d,n/d,1478833.83,5040683.1,133.25,133.25,0,10,,,POINT (8.72863719 45.519177)
MILANO,F205,Milano,4896,151460599,POZ,MI02706292004,0,N/D,15146,n/d,n/d,1510012.04,5040480,140.8,140.8,0,95,51.46,93.07,POINT (9.12783354 45.517601)
LEGNANO,E514,Magentino Abbiatense,16209,151180047,POZ,MI03168661993,1,"Antincendio, Igienico, Aree verdi/aree sportive [Prev]",15118,32,253,1493482,5048694,200,200,4,,37,65,POINT (8.91608148 45.591574)
MILANO,F205,Milano,24955,151464012,POZ,MI03180972011,3,Pompa di calore,15146,390,DEMANIO,1514908,5034764,121,113,0,40,24,36,POINT (9.19034536 45.466064)
ARESE,A389,Nord Ovest,724,150090054,PIE,n/a,,Piezometro,15009,n/d,n/d,1504407,5045429,172,172,0,,,,POINT (9.05611376 45.562204)
BOLLATE,A940,Nord Ovest,1329,150270064,POZ,MI03264281994,1,Altro uso [Prev],15027,51,97,1509092,5040881,141,141,11,35,8,31,POINT (9.11606128 45.521223)
VIGNATE,L883,Adda Martesana,30948,152370159,PIE,n/a,,Piezometro,15237,n/d,n/d,1528510.08,5039047.83,121,120.83,0,11,,,POINT (9.36458591 45.5042)
SESTO SAN GIOVANNI,I690,Magentino Abbiatense,18849,152090379,PIE,n/a,,Piezometro,15209,n/d,n/d,1518638,5042829,,,0,50,,,POINT (9.23836404 45.538567)
MILANO,F205,Magentino Abbiatense,24197,151463709,POZ,MI03180162010,3,Pompa di calore,15146,471,34,1512883,5033729,118.5,,0,45,25,44,POINT (9.1644151 45.456788)
MILANO,F205,Magentino Abbiatense,18572,151462263,PIE,n/a,,Piezometro,15146,n/d,n/d,1512924,5041190,140,,0,35,,,POINT (9.1651352 45.523944)
MILANO,F205,Milano,28992,151464924,PIE,n/a,,Piezometro,15146,n/d,n/d,1511603.3,5032125.54,114.89,114.69,0,15,,,POINT (9.14801053 45.442378)
MELEGNANO,F100,Sud Est,30954,151400212,PIE,n/a,,Piezometro,15140,n/d,n/d,1524766.81,5022509.75,91.63,91.27,0,20,,,POINT (9.31584084 45.355485)
ZIBIDO SAN GIACOMO,M176,Sud Ovest,26726,MI03MI01524700067,POZ,MI03217742012,2,Pompa di calore [Prev],15247,14,374,1509847,5023537,,,0,30,17,29,POINT (9.12538312 45.365099)
BAREGGIO,A652,Magentino Abbiatense,14482,150120050,PIE,n/a,,Piezometro,15012,n/d,n/d,1500469,5034707,132.6,132.6,0,,,,POINT (9.0056448 45.465709)
MILANO,F205,Milano,4732,151460768,POZ,MI0130971971,1,Industriale [Prev],15146,442,264,1517581,5034109,113,113,2,100,27,88,POINT (9.22451418 45.460107)
MAGENTA,E801,Magentino Abbiatense,17318,151300133,PIE,n/a,,Piezometro,15130,n/d,n/d,1490010,5035006,140,140,0,25,,,POINT (8.87185045 45.468328)
MILANO,F205,Magentino Abbiatense,24370,151463759,PIE,n/a,,Piezometro,15146,n/d,n/d,1516196.77,5040354.75,0,134,0,25,,,POINT (9.2070149 45.516358)
MILANO,F205,Milano,27054,151464659,PIE,n/a,,Piezometro,15146,n/d,n/d,1512558,5031985,0,113,0,15,,,POINT (9.16021411 45.441097)
LAINATE,E415,Nord Ovest,4034,151160012,POZ,MI0133741999,3,Potabile [Prev],15116,11,59,1501935,5045425,173,173,10,179,142,172,POINT (9.02443858 45.562179)
ABBIATEGRASSO,A010,Magentino Abbiatense,18,150020013,POZ,MI03235531994,1,Potabile [Prev],15002,19,285,1493071,5026778,117,118.43,25,117,127,192,POINT (8.91112435 45.394305)
VANZAGHELLO,L664,Alto Milanese,8218,152490020,PIE,n/a,,Piezometro,15249,n/d,n/d,1482365,5046716,191.89,191.89,0,,,,POINT (8.77363106 45.573577)
RHO,H264,Magentino Abbiatense,20725,151820795,PIE,n/a,,Piezometro,15182,n/d,n/d,1505320,5041145,149,,0,12,,,POINT (9.06776644 45.523638)
MILANO,F205,Magentino Abbiatense,22784,151463293,PIE,n/a,,Piezometro,15146,n/d,n/d,1516040,5032272,111.21,111.21,0,15,,,POINT (9.20474452 45.443609)
MILANO,F205,Milano,27387,MI03MI01514600919,POZ,MI03308402012,9,Pompa di calore [Prev],15146,502,45 ex 5,1508052,5033017,119.5,119.5,0,30,8,30,POINT (9.10261668 45.450452)
ROZZANO,H623,Sud Ovest,25777,151890246,PIE,n/a,,Piezometro,15189,n/d,n/d,,,,,0,,,,POINT (0 0)
LOCATE di TRIULZI,E639,Sud Ovest,30604,MI03MI01512500042,POZ,MI03322892018,1,Aree verdi/aree sportive,15125,4,471,1516939,5022998,,,0.6,30,13,25,POINT (9.21592197 45.360112)
MILANO,F205,Milano,27572,151464754,PIE,n/a,,Piezometro,15146,n/d,n/d,1510300.73,5039702.8,0,136,0,25,,,POINT (9.13151351 45.510601)
